question,answer,type
切除空载线路产生过电压防护办法,改善断路器的结构，绝缘强度提高，灭弧能力提高。端口并R。,问答
混频器的工作原理,两个不同频率的高频电压作用于非线性器件时， 经非线性变换， 电流中包含直流分量、基波、谐波、和频、差频分量等。其中差频分量 fLo-fs 就是混频所需要的中频成分，通过中频带通滤波器把其它不需要的频率分量滤掉，取出差频分量完成混频。,问答
平衡节点的定义,在潮流分布算出之，网络中的功率损耗是未知的。因此网络中至少有一个节点的P不能给定，这个节点承担了系统的有功功率平衡，故称为平衡节点。,问答
什么是横向故障？什么是纵向故障？,横向故障是相与相之间的故障。纵向故障是断线故障。,问答
“只要电源是正弦的，电路中各部分电流及电压都是正弦的”说法对吗？为什么？,说法不对！电源虽然是正弦的，但是如果电路中存在非线性元件，在非线性元件上就会出现非正弦响应。,问答
如何测量对称三相电路的有功功率。,测量对称三相电路的有功功率，可采用二瓦计法，如果三相电路不对称，就不能用二瓦计法测量三相功率。,问答
电力网的参数一般分为两类，分别说明,一类是由元件结构和特性所决定的参数，称为网络参数，如R、G、L等；另一类是系统的运行状态所决定的参数，称为运行参数，如I、V、P等。 ,问答
工程实际应用中，利用平衡电桥可以解决什么问题？电桥的平衡条件是什么？,工程实际应用中，利用平衡电桥可以较为精确地测量电阻，电桥平衡的条件是对臂电阻的乘积相等。,问答
介绍频率的二次调整,一次调整是由调速器来调节，其结果是发电机增加的输入功率小于实际增加的负荷功率，此时频率仍旧小于fn。为了使系统稳定运行在fn下，此时用自动调频装置去调整，使发电机的静态曲线向上平移，直至系统发电机组的输入功率能符合负荷功率的增长的需要使系统频率运行于fn上。   ,问答
何谓串联谐振？串联谐振时电路有哪些重要特征？,在含有LC的串联电路中，出现了总电压与电流同相的情况，称电路发生了串联谐振。串联谐振时电路中的阻抗最小，电压一定时电路电流最大，且在电感和电容两端出现过电压现象。,问答
普通调幅波是一种幅值随调制信号变化的高频信号。该高频信号的幅值与调制信号_成什么关系。,成正比关系,问答
简述短路发生的原因和危害有哪些？,所谓短路，是指电力系统正常运行情况以外的相与相或相与地(或中性线)之间的连接。在正常运行时，除中性点外，相与相或相与地之间是绝缘的。产生短路的主要原因是电气设备载流部分的相间绝缘或相对地绝缘被破坏。正常运行时电力系统各部分绝缘是足以承受所带电压的，且具有一定的裕度。但架空输电线路的绝缘子可能由于受到过电压(例如由雷击引起)而发生闪络或者由于空气的污染使绝缘子表面在正常工作电压下放电；其它电气设备如发电机、变压器、电缆等载流部分的绝缘材料在运输、安装及运行中削弱或损坏，造成带电部分的相与相或相与地形成通路；运行人员在设备(线路)检修后未拆除地线就加电压或者带负荷拉刀闸等误操作也会引起短路故障；此外，鸟兽跨接在裸露的载流部分以及大风或导线覆冰引起架空线路杆塔倒塌所造成的短路也屡见不鲜。短路故障对电力系统的正常运行和电气设备有很大的危害，主要表现在如下几方面:发生短路时，由于电源供电回路的阻抗减小以及突然短路的暂态过程，使短路回路中的短路电流值大大增加，可能超过该回路的额定电流许多倍。短路点距发电机的电气距离越近(即阻抗越小)，短路电流越大。例如在发电机端发生短路时，流过发电机定子回路的短路电流最大瞬时值可达发电机额定电流的倍，在大容量系统中的短路电流可达几万甚至几十万安培。短路点的电弧有可能烧坏电气设备；短路电流通过电气设备中的导体时，其热效应会引起导体或其绝缘的损坏。同时，导体也会受到很大的电动力冲击，致使导体变形，甚至损坏。因此，各种电气设备应有足够的热稳定度和动稳定度，使电气设备在通过最大可能的短路电流时不致损坏。,问答
什么是静电场 ?写出其基本方程并由此总结静电场的特点。,由静止电荷在其周围产生的电场。 F=q1*q2/4pi*R*R*e0 静电场不随时间变化,问答
旋转电机的防雷保护特点,a.旋转电机主绝缘的冲击耐压值远低于同级变压器的冲击耐压值 b.运行中的旋转电机主绝缘低于出厂时的核定值 c.保护旋转电机用的磁吹避雷器的保护性能与电机绝缘水平的配合裕度很小（主绝缘）d.由于电机绕组匝间电容较小，匝间承受电压正比于陡度，要求来波陡度较小(匝间绝缘) e.电机绕组中性点一般不接地，三相进波时，中性点电压可达进波电压的两倍(中性点绝缘）,问答
电晕,伴随着游离而存在的复合和反激励，发出大量的光辐射，使在黑暗中可以看到在该电极附近空间发出蓝色的晕光。 ,问答
什么是等值面,等值面是所有具有相同数值的点组成的面，空间中所有的点均有等值面通过，所有的等值面均互不相交，同一个常数值可以有多个互不相交的等值面。,问答
对于220kV及以下系统，通常设备的绝缘结构设计允许承受可能出现的多少倍的操作过电压。,3～4,问答
高频已调波信号和本机振荡信号经过混频后，信号中包含哪些成分？如何取出需要的成分？,高频已调波信号和本机振荡信号经过混频后，信号中包含直流分量、基波分量、谐波、和频、差频分量，通过 LC 并联谐振回路这一带通滤波器取出差频分量，完成混频。,问答
局部放电,高压电气设备的绝缘内部总是存在一些缺陷，如气泡空隙、杂质等。由于这些异物的电导和介电常数不同于绝缘物，故在外加电场作用下，这些异物附近将具有比周围更高的场强，有可能引起该处物质产生电离放电现象，称为局部放电。,问答
降低噪声系数的措施有,选用低噪声的电路元器件，选择合适的晶体管放大器的电路直流工作点，选择合适的信号源内阻，采用共射-共基级联的电路形式，选择合适的放大器工作带宽，降低放大器的工作温度。,问答
火花放电,放电间隙反复击穿时，在气体间隙中形成贯通两极的断断续续的不稳定的明亮细线状火花，这种放电形式称为火花放电。,问答
数据选择器的定义,从一组输入数据中选出某一个输出的电路，也称为多路开关。,问答
在电力系统中产生短路冲击电流的条件是什么？,产生冲击电流的条件有三条：短路前空载、短路时电流正处于幅值相位、经过半个周期。,问答
试述参考方向中的“正、负”，“加、减”，“相反、相同”等名词的概念。,“正、负”是指在参考方向下，某电量为正值还是为负值；“加、减”是指方程式各量前面的加、减号；“相反、相同”则指电压和电流方向是非关联还是关联。,问答
在8个灯泡串联的电路中，除4号灯不亮外其它7个灯都亮。当把4号灯从灯座上取下后，剩下7个灯仍亮，问电路中有何故障？为什么？,电路中发生了4号灯短路故障，当它短路时，在电路中不起作用，因此放上和取下对电路不发生影响。,问答
列出三种提高系统静态稳定的措施？,提高暂态稳定主要是增大减速面积减小加速面积。而提高静态稳定的措施主要是提高Kp值。当P0一定时则提高Pm而Pm=EV/X 则增大E和V，或减小X。,问答
如果两事件在某一惯性系中是同时发生的，在其他任何惯性系中它们必不同时发生，对么。,错误。,问答
谐振过电压的分类,(1) 线性谐振电感参数L与电容C、电阻R一样，都是线性参数，不随电流、电压而变化，设计和运行时应设法避开谐振条件(2) 参数谐振电感参数周期性变化，设计时应当避开谐振点(3) 铁磁谐振带铁心电感的饱和现象,问答
压控振荡器中担任由电压控制振荡频率任务的元件一般是,变容二极管。,问答
耐雷水平,雷击线路时绝缘不发生闪络的最大雷电流的幅值，以kA为单位。 ,问答
请解释电枢反应,直流电机电枢绕组中负载电流时，它所产生的磁动势对励磁绕组磁场的影响。,问答
石英晶体元件的等效Q 值高，石英晶体振荡器的突出优点是,频率稳定性好，精度高。,问答
D/A转换器的应用,1．用于组成波形发生器1）分析给定的波形发生器电路 ：首先找出D/A转换器输入的数字序列数值，然后算出与这些数字量对应的输出模拟电压数值，再将这些模拟电压作为输出波形的幅值，按时间顺序画出波形，就得到了输出电压波形。2）设计产生指定波形的波形发生器电路：在一个完整的波形周期内按一定的时间间隔取一系列的采样点；选定一个最小量化单位，将每个采样点上波形的幅值量化，算出对应的数字量；将这些数字量顺序地存入存储器的地址中，并将存储器的数据输出作为D/A转换器的数字量输入；顺序地读出存储器的数据并不断的循环，在D/A转换器的输出端就得到了所要求的电压波形。2．用于组成增益可编程放大器负反馈电压放大器中，电压放大倍数（增益）为AV  = - RF / R1。只要以D/A转换器作为可编程电阻取代R1或RF，就能构成增益可编程放大器。这里所说的“编程”就是为D/A转换器设定输入数字量D，通常是将数字量D存入一个寄存器中，然后将寄存器的输出加到D/A转换器上。,问答
变频器可由哪两部分组成。,混频器、和带通滤波器,问答
在负阻振荡器中，LC 回路耗损的能量被负阻器件产生的什么能量所补偿掉了,交流,问答
什么是相量图。,按照各个正弦量的大小和相位关系用初始位置的有向线段画出的若干个相量的图形，称为相量图。,问答
击杆率.,雷击杆塔次数与雷击线路总次数之比。,问答
描述脉冲波形的主要参数有,峰值，波前时间和半峰值时间。,问答
阀片的电阻值与流过的电流有关，是什么特性,具有非线性特征，电流越大电阻越小。,问答
戴维宁定理是指什么,德布鲁因-戴维宁定理（De Bruijn-Davies theorem），也称为戴维宁定理，是一个用于数学分析中的定理，它描述了复数函数在无穷远处的行为。根据戴维宁定理，对于一个解析函数（在某个区域内无处不可导的函数），如果它在整个复平面上都有界且有限，那么当自变量趋向于无穷远时，函数的值趋于一个常数。换句话说，函数在无穷远处有一个有限的极限值。,问答
额定电压相同、额定功率不等的两个白炽灯，能否串联使用？,不能，因为这两个白炽灯的灯丝电阻不同，瓦数大的灯电阻小分压少，不能正常工作，瓦数小的灯电阻大分压多易烧。,问答
介质的损耗,在电场的作用下，电介质由于电导引起的损耗和有损极化（如偶极子极化、夹层极化等）引起的损耗。,问答
在直流电动机中，电枢就是直流电动机的什么,在直流电动机中，电枢就是直流电动机的转子。,问答
试述并励直流电动机的调速方法，并说明各种方法调速特点。,1）改变励磁电流调速。这种调速方法方便，在端电压一定时，只要调节励磁回路中调节电阻便可改变转速。由于通过调节电阻中的励磁电流不大，故消耗的功率不大，转速变化平滑，范围广。接入并励回路中的调节电阻为零时的转速为最低转速，故只能“调高”，不能“调低”。改变励磁电流，机械特性的斜率发生变化并上下移动。（2）改变电枢端电压调速。当励磁电流不变时，只要改变电枢端电压，即可改变电动机的转速，提高电枢端电压，转速升高。改变电枢端电压，机械特性上下移动，但斜率不变，即其硬度不变。此种调速方法的最大缺点是需要专用电源。（3）改变串入电枢回路的电阻调速。在端电压及励磁电流一定、接入电枢回路的电阻为零时，转速最高，增加电枢路电阻转速降低，故转速只能“调低”不能“调高”。增加电枢电阻 ，机械特性斜率增大，即硬度变软，此种调速方法功率损耗大，效率低。,问答
变压器的分接头的定义,一般设在高压和中压绕组上。对于6300kv•A 及以下的变压器中，高压侧有三个分接头。每个分接头可使电压变化5%，各分接头电压分别为：0.95Un、Un、1.05Un。对于容量为8000kv•A 及以上的变压器，高压侧有5个分接头。各分接头电压分别为：0.95Un、0.975Un、Un、1.025Un、1.05Un，记为：Un（+/-）2*2.5%,问答
共模抑制比的数值越大越好吗？,是的，共模抑制比（CMRR）的数值越大越好。共模抑制比是用来衡量差分放大器对共模信号的抑制能力。较高的共模抑制比表示差分放大器能更有效地抑制共模信号的干扰，增强对差模信号的放大。因此，共模抑制比越大，差分放大器对共模信号的抑制能力越强，性能越好。共模信号通常是来自于环境噪声、电源干扰或其他共同影响源。在许多应用中，我们希望差分放大器只放大差模信号，而不受共模信号的影响。较高的共模抑制比可以有效降低共模信号的干扰，提高系统的信号质量和抗干扰能力。因此，一般来说，共模抑制比的数值越大越好，表示差分放大器对共模信号的抑制能力更强。,问答
小电流接地方式缺点,经济性差、容易引起谐振，危及电网的安全运行。,问答
请描述狭义相对论原理中的相对性原理,（1）物理规律对于所有惯性系都具有完全相同的形式。（2）一切惯性系都是等价的，不存在绝对参照系。,问答
高频功率放大器中使用的功率合成电路在能够完成功率合成任务之外，还具有良好的隔离作用，即,其中任一放大器工作状态发生变化或损坏时，不会引起其它放大器工作状态变化，不影响它们各自输出的功率。,问答
试写出波的极化方式的分类,波的极化方式的分为圆极化，直线极化，椭圆极化三种。,问答
主从结构触发器的动作特点,主从触发器翻转分两步完成：CP=1时，主触发器接收输入信号，置成相应状态；CP下降沿从触发器翻转。主触发器是一个同步触发器，在CP=1的全部时间里输入信号都对主触发器起控制作用。主从RS触发器，CP=1期间主触发器可以变化多次。主从JK触发器，由于Q和/Q接回到了输入门，在Q=0时主触发器只接受置1输入信号，Q=1 时主触发器只接受置0信号， 使得CP=1期间主触发器只能变化一次。因此在CP=1期间输入信号发生过变化后，从触发器的状态不一定决定于CP下降沿时的输入状态值，必须考虑CP=1整个期间的输入信号的变化过程。,问答
空载线路合闸过电压相关概念,a.电力系统中，空载线路合闸过电压也是一种常见的操作过电压。通常分为两种情况，即正常操作和自动重合闸。b.由于初始条件的差别，重合闸过电压的情况更为严重。c.近年来由于采用了种种措施（如采用不重燃断路器、改进变压器铁芯材料等）限制或降低了其他幅值更高的操作过电压，空载线路合闸过电压的问题就显得更加突出。,问答
描述天线特性的参数有哪些, 描述天线的特性能数有辐射场强、方向性及它的辐射功率和效率。,问答
为了获得谐振功率放大器所需的最佳负载电阻，应当使用,匹配网络。,问答
雷击杆塔塔顶次数与雷击线路总次数的比值称为,击杆率g。,问答
调频和调幅相比，调频的主要优点是,抗干扰性强 、信号传输保真度高和调频发射机的功率放大管的利用率高,问答
直流高压试验的特点,最常见的直流高压试验为某些交流电气设备（油纸绝缘高压电缆、电力电容器、旋转电机等）的绝缘预防性试验。,问答
电气绝缘非破坏性试验中绝缘电阻与吸收比的测量,a.用兆欧表来测量电气设备的绝缘电阻b.吸收比K定义为加压60s时的绝缘电阻与15s时的绝缘电阻比值。c.K恒大于1，且越大表示绝缘性能越好。d.大容量电气设备中，吸收现象延续很长时间，吸收比不能很好地反映绝缘的真实状态，可用极化指数再判断。e.测量绝缘电阻能有效地发现总体绝缘质量欠佳；绝缘受潮；两极间有贯穿性的导电通道；绝缘表面情况不良。,问答
变压器一二次侧间的功率传递靠什么作用实现 在等效电路上可以用那些点亮的成绩来表示  变压器能否直接传递直流电功率,变压器一、二次侧间的功率传递是靠电磁感应作用来实现的，一次侧传进给二次侧的有功功率可用和的点乘，即标量积来表示。传进给二次侧的有功功率为Pm=E1I2=E2I2=E2I2，因为通直流电时感应电动势E和E都等于零所以不能传递直流电功率。,问答
进线段保护,进线段保护就是在接近变电所1~2km的一段线路上架设避雷线,问答
避雷针的保护原理,当雷云放电时，使地面电场畸变，在避雷针的顶端形成局部场强集中的空间以影响雷云闪光先导放电的发展方向，使雷闪对避雷针的放电，再经过接地装置将雷电引入大地，从而使被保护物体免遭雷击。,问答
固体的电导,离子电导和电子电导,问答
额定电压相同、额定功率不等的两个白炽灯，能否串联使用？,不能串联使用。因为额定功率不同时两个白炽灯分压不同。,问答
50%冲击击穿电压 （U50% ),指某气隙被击穿的概率为50%的冲击电压峰值。,问答
小信号谐振放大器的主要特点和功能。,主要特点是以调谐回路作为放大器的交流负载，具有放大和选频功能。,问答
为什么相同容量的感应电机的空载电流比变压器的大很多？,变压器的主磁路全部用导磁性能良好的硅钢片构成，感应电机的主磁路除了用硅钢片构成的定、转子铁心外，还有空气隙。气隙的长度尽管很小，但磁阻很大，使得感应电机主磁路的磁阻比相应的变压器大。,问答
提高并保持油的品质的方法,1.）压力过滤法2.）真空喷雾法3.）吸附剂法,问答
输电线路遭受雷击发生跳闸需要满足的两个条件，并解释建弧率的概念。,输电线路遭受雷击发生跳闸需要满足两个条件。首先是直击线路的雷电流超过线路的耐雷水平，线路绝缘将发生冲击闪络。但是它的持续时间只有几十微秒，线路开关还来不及跳闸，因此必须满足第二个条件——冲击电弧转化为稳定的工频电弧，才能导致线路跳闸。冲击闪络转化为稳定的工频电弧的概率，称为建弧率。,问答
低频的频率范围，波段名称，波长范围，符号，主要用途，传播媒介,30～300kHz 长波 10～1km LF 船舶通信、信标、导航 对称电缆、架空明线、地球表层（长波）,问答
最小项特点,(1)每个最小项均含有三个因子（n个变量则含n个因子）(2)每个变量均为原变量或反变量的形式在乘积项中出现一次(3)n个变量有2n个最小项,问答
雷电通道波阻抗z0是多少,300欧姆,问答
恒定电场是一种,无散和无旋的场。,问答
丙类谐振功率放大器根据集电极电流波形的不同，可分为三种工作状态，分别为,欠压状态、 临界状态、 过压状态。,问答
在极不均匀电场中，空气湿度增加，空气间隙击穿电压怎样变化,提高,问答
过电压的概念,指电力系统中出现的对绝缘有危险的电压升高和电位差升高。,问答
要产生较高频率信号，要产生较低频率信号，要产生频率稳定度高的信号应分别采用什么振荡器。,要产生较高频率信号应采用LC 振荡器，要产生较低频率信号应采用 RC 振荡器，要产生频率稳定度高的信号应采用石英晶体振荡器。,问答
降低网损的技术措施,①提高用户处的功率因数，避免无功功率还距离传送；②在闭式网络中实行功率经济分布；③组织变压器经济运行; ④合理组织各发电厂经济运行；⑤合理选择导线的截面积；⑥调整用户的负荷曲线，调峰节电。⑦合理安排检修计划；⑧适当提高电力网的运行电压水平。 ,问答
绝缘油的气相色谱分析方法,特征气体法、依据气体含量的注意值和产气率、三比值法。,问答
电力网络常用的数学模型有哪几种？,节点电压法，回路电流法，割集电流法。,问答
高频功率放大器主要用来放大高频信号，为了提高效率，一般工作在什么状态。,丙类工作状态,问答
线路末端的折射、反射,a.末端开路反射，在反射波所到之处电压提高1倍，而电流降为0。b.末端短路反射在反射波所到之处电流提高1倍，而电压降为0。c.末端接集中负载时的折反射当R和z1不相等时，来波将在集中负载上发生折反射。,问答
无功功率和有功功率有什么区别？能否从字面上把无功功率理解为无用之功？为什么？,有功功率反映了电路中能量转换过程中不可逆的那部分功率，无功功率反映了电路中能量转换过程中只交换、不消耗的那部分功率，无功功率不能从字面上理解为无用之功，因为变压器、电动机工作时如果没有电路提供的无功功率将无法工作。,问答
电场形式对放电电压的影响,均匀电场无极性效应、各类电压形式放电电压基本相同、分散性小，极不均匀电场中极间距离为主要影响因素、极性效应明显。,问答
避雷针加设在配电装置构架上时，避雷针与主接地网的地下连接点到变压器接地线与主接地网的地下连接点之间的距离不得小于多少,15m,问答
高压试验变压器的特点,a.试验变压器本身应有很好的绝缘，但绝缘裕度小，试验过程中要严格限制过电压。b.试验变压器容量一般不大。c.外观上的特点油箱本体不大而其高压套管又长又大。d.试验变压器与连续运行时间不长，发热较轻，因而不需要复杂的冷却系统。 e.漏抗大，短路电流较小，可降低机械强度方面的要求，节省制造费用。,问答
锁相环路与自动频率控制电路实现稳频功能时，哪种性能优越？为什么？,锁相环路稳频效果优越。这是由于一般的 AFC 技术存在着固有频率误差问题（因为 AFC 是利用误差来减小误差），往往达不到所要求的频率精度，而采用锁相技术进行稳频时，可实现零偏差跟踪。,问答
电气设备绝缘试验包含,1.）耐压试验（破坏性试验）模范设备绝缘在运行中可能受到的各种电压，对绝缘施加与之相等的或更为严峻的电压，从而考验绝缘耐受这i类电压的能力。2.）检查性试验（非破坏性试验）测定绝缘某些方面的特性，并据此间接地判断绝缘状况,问答
雷电的破坏性是由哪几种效应造成的？各种效应与雷电的哪些参数相关？,雷电的破坏性是由电磁效应，机械效应，热效应等多种效应造成。电磁效应与雷电流幅值，雷电流的计算波形。机械效应与雷电流的计算波形，雷电流的波前时间，陡度及波长。,问答
同步电动机为什么没有起动转矩？其起动方法有哪些？,同步电动机只有在定子旋转磁场与转子励磁磁场相对静止时，才能得到平均电磁转矩，稳定的实现机电能量转换。如将静止的同步电动机通入励磁电流后直接投入电网，则定子旋转磁场将以同步转速相对于转子磁场运动，转子上承受的是交变的脉振转矩，平均值为零。因此，同步电动机不能自启动，没有起动转矩。起动方法有：辅助电动机启动，变频启动，异步启动。,问答
巴申定律,在均匀的电场中，击穿电压Ub与气体的相对密度 δ 、极间距离S的积有函数关系， 只要δ 与S的乘积不变，Ub也就不变。 ,问答
什么是同步电机？它的转速由什么决定？同步电机和异步电机的根本区别是什么？汽轮发电机和水轮发电机的主要结构特点是什么？为什么前者总做成细长形状，而后者总做成矮胖形状？,汽轮发电机由汽轮机拖动，汽轮机是高速原动机，因此汽轮发电机普遍做成二极机，极数少，直径无需做大便有足够空间安排磁机，同时从旋转件的机械应力考虑，也要求做成细长形，这样铜线利用率高。水轮发电机由水轮机拖动，水轮机是低速原动机，要得到较高的频率，因此极数多，直径必需做大才有足够空间安排磁机，因此水轮发电机必需做成矮胖形。,问答
内绝缘冲击耐压试验,a.电气设备内绝缘的雷电冲击耐压试验采用三次冲击法，即对被试品施加三次正极性和三次负极性雷电冲击试验电压。（1.2/50us全波）。b.对变压器和电抗器类设备的内绝缘，还要进行雷电冲击截波（1.2/2～/2-5us）耐压试验，其对绕组绝缘(特别是纵绝缘)的考验往往更加严格。	,问答
外部过电压分为,直击雷过电压和感应雷过电压,问答
试简述抑制谐波电动势中一般高次谐波的方法。,主要采用短距绕组、分布绕组和改善主极磁场分布的方法，其他有采用斜槽、采用分数槽绕组等方法。,问答
什么是垂直极化波的斜入射,入射波的电场垂直于入射面。,问答
叙述什么是镜像法与其关键和理论依据,镜像法是用等效的镜像电荷代替原来场问题的边界，其关键是确定镜像电荷的大小和位置，理论依据是唯一性定理。,问答
巴申定律的物理意义,①p s（s一定）p增大，Uf 增大。②p s（s一定）p减小，Uf 减小。③p s不变p增大，密度增大，无效碰撞增加，提高了电量的强度，Uf 增大。P减小，密度减小，能碰撞的数量减小，能量提高，Uf 增大。P s不变，Uf 不变。,问答
什么是电偶极子,电偶极子是电介质中的分子在电场的作用下所形成的一对等值异号的点电荷。,问答
电老化,电介质在电场的长时间作用下，会逐渐发生某些物理化学变电老化电介质在电场的长时间作用下，会逐渐发生某些物理化学变化(例如电解、电离、氧化等)，形成新的物质，逐渐使介质的物理、化学性能发生不可逆的劣化，最终寻致被击穿，这个过程称为电老化。 ,问答
试简要说明导电媒质中的电磁波具有什么样的性质（设媒质无限大）,导电媒质中的电磁波性质有电场和磁场垂直；振幅沿传播方向衰减；电场和磁场不同；以平面波形式传播。,问答
列出三个常见的频谱,搬移电路调幅、检波、变频。,问答
在单调谐放大器中，矩形系数越接近于 1、其选择性越好；在单调谐的多级放大器中，级数越多，通频带越怎样，其矩形系数越怎样。,通频带越窄，其矩形系数越小。,问答
电力变压器的主要作用是什么？,电力变压器的主要作用是升高或降低电压，另外还起到将不同电压等级电网相联系的作用。,问答
直流情况下，电容的容抗等于多少？容抗与哪些因素有关？,直流情况下，电容的容抗等于无穷大，称隔直流作用。容抗与频率成反比，与电容量成反比。,问答
在极不均匀电场中，间隙完全被击穿之前，电极附近会发生什么，产生什么,电极附近会发生电晕，产生暗蓝色的晕光。,问答
谐振过电压,当系统进行操作或发生故障时，某一回路自振频率与电源频率相等时，将发生谐振现象，导致系统中某些部分(或设备)上出现的过电压。,问答
要想避免切空线过电压，最根本的措施就是要,改进断路器的灭弧性能。,问答
压控振荡器是一个,输出频率受控制电压控制的振荡电路。,问答
区域V内给定自由电荷分布$\rho$、$\sigma$，在V的边界上给定什么，则V内电场唯一确定,区域V内给定自由电荷分布$\rho$、$\sigma$，在V的边界上给定电势与电势的法线导数，则V内电场唯一确定。,问答
输电线路上出现的大气过电压有哪两种,一种是雷直击于线路引起的，称为直击雷过电压；一种是雷击线路附近地面，由于电磁感应所引起的，称为感应雷过电压。,问答
电偶极矩矢量是如何定义的,电偶极矩矢量大小等于点电荷的电量和间距的乘积，方向由负电荷指向正电荷。,问答
三点式振荡器的原则是什么？,“射同基反”的原则。即 Xce 与 Xbe 的电抗性质相同， Xcb 与 Xbe（或 Xce）的电抗性质相反。 ,问答
描述有效值相量图的线段长度，与正向实轴之间的夹角的物理含义。,有效值相量图中，各相量的线段长度对应了正弦量的有效值，各相量与正向实轴之间的夹角对应正弦量的初相 。相量图直观地反映了各正弦量之间的数量关系和相位关系。,问答
说明三相感应电动机转子绕组折算和频率折算的意义，折算是在什么条件下进行的？,转子绕组折算就是用新绕组替换原绕组。为了导出等效电路，用一个与定子绕组的相相数、匝数和绕组因数相同的等效绕组替换实际转子绕组，折算前后转子绕组的磁动势和各种功率及损耗不变，因而从定子边看转子，一切未变。频率折算即用静止的转子替换旋转的转子，折算条件也是磁动势和各种功率及损耗不变。,问答
断续电弧接地过电压防护措施,1、采用中性点直接接地方式若中性点接地，单相接地故障将在接地点产生很大的短路电流，断路器将跳闸，从而彻底消除电弧接地过电压。目前，110kV及以上电网大多采用中性点直接接地的运行方式。2、采用中性点经消弧线圈接地方式采用中性点直接接地方式能够解决断续电弧问题，但每次发生单相接地故障都会引起断路器频繁跳闸，严重影响供电的连续性。所以，我国35kV及以下电压等级的配电网采用中性点经消弧线圈接地的运行方式。,问答
解决寄生通道干扰的有效方法是,提高混频器之前电路的频率选择性。解决组合频率干扰的有效方法是采用产生组合频率小的混频器电路。,问答
对于波阻抗很大的设备（如发电机）要想用串联电感来降低入侵波陡度一般是有困难的，通常用什么方法。,并联电容,问答
某三相异步电动机的额定转速为1470r/min，则该电动机的磁极数为多少极，同步转速为多少，转差率为多少,某三相异步电动机的额定转速为1470r/min，则该电动机的磁极数为4极，同步转速为1500r/min，转差率为0.02。,问答
试说明潮流计算中如何对节点进行分类？其特点如何？, 1）平衡节点，一般一个系统只有一个平衡节点。在潮流分布算出以前，网络中的功率损耗是未知的，因此，至少有一个节点的有功功率P和无功功率Q不能给定。另外必须选定一个节点，制定其电压相角为零，作为其它节点电压相位的参考，这个节点叫基准节点。为了计算方便，常将平衡节点和基准节点设在同一个节点上。平衡节点是电压参考节点，该母线的是给定值，作为输入数据，典型取标幺值。潮流程序计算P1和Q1。因为平衡节点的P、Q事先无法确定，为使潮流计算结果符合实际，常把平衡节点选在有较大调节裕量的发电机节点，潮流计算结束时若平衡节点的有功功率、无功功率和实际情况不符，就要调整其他节点的边界条件以使平衡节点的功率满足实际允许范围。2）PQ节点，Pi和Qi是输入数据。这类节点的有功功率Pi和无功功率Qi是给定的，潮流计算程序计算节点电压幅值Ui和相角。负荷节点和无功功率注入的联络节点都属于这类节点。有些情况下，系统中某些发电厂送出的功率在一定时间内为固定时，该发电厂母线也可以作为PQ节点。在一个典型的潮流程序中绝大多数母线作为PQ节点。3）PU节点（电压控制母线），Pi和Ui是输入数据。这类节点的有功功率Pi和节点电压幅值Ui是给定的，潮流程序计算节点的无功功率Qi和电压相角。这类节点必须具有足够的无功可调容量，用以保持给定的节点电压幅值。在电力系统中这类节点的数目较少。,问答
常见混频器电路有,晶体管、二极管环形和双差分对等。,问答
输电线路的防雷保护措施,a.架设避雷线、降低杆塔接地电阻、架设耦合地线、采用不平衡绝缘、装设自动重合闸、采用消弧线圈、装设避雷器、加强绝缘是主要的防雷方式 b. 确定输电线路防雷方式时，还应全面考虑线路综合因素，因地制宜地采取合理的保护措施。 ,问答
雷电日和雷电小时,雷电日是该地区1年中有雷电的天数。雷电小时是该地区1年中有雷电的小时数。,问答
介质损耗角正切的测量,a.tanδ能反映绝缘的整体性缺陷(例如全面老化)和小电容试品中的严重局部性缺陷。根据tanδ随电压而变化的曲线，可判断绝缘是否受潮、含有气泡及老化的程度。b.西林电桥法测量的基本原理 ,问答
为什么他励直流电动机中设置弱磁保护环节?,他励电动机励磁绕组和电枢绕组分别由不同的直流电源供电。二者互不联接。所以当励磁绕组产生的磁场强度较小以至于电枢不能转动时不会影响电枢线圈电源对其供电.而当电枢停止运动时由于没有反电动式，电枢绕组电阻较小.这时就相当于电源和电枢绕组串联成通路.很容易烧坏电动机或电源.所以需要加入弱磁保护环节进行保护。,问答
根据选频网络的不同，反馈试正弦波振荡器可分为,LC 振荡器、RC 振荡器、石英晶体振荡器 。,问答
压电效应,当晶片两面加机械力时，晶片两面将产生电荷，电荷的多少与机械力所引起的变形成正比，电荷的正负将取决于所加机械力是张力还是压力。,问答
针对不同的调制方式有三种解调方式，分别是,检波、鉴频和鉴相。,问答
统计时延ts,从电压达到U0的瞬时起到气隙中形成第一个有效电子为止的时间,问答
不对称短路引起的工频电压升高的相关概念,a.不对称短路是电力系统中最常见的故障形式，当发生单相或两相对地短路时，健全相上的电压都会升高，其中单相接地引起的电压升高更大一些。b.阀式避雷器的灭弧电压通常也就是根据单相接地时的工频电压升高来选定的。c.单相接地时，故障点各相的电压、电流是不对称的，为了计算健全相上的电压升高，通常采用对称分量法和复合序网进行分析。,问答
稳态过电压分为,工频电压升高和谐振过电压,问答
最强的两种混频干扰是,中频干扰和镜像干扰。,问答
发电机甩负荷防护办法,并电抗器，加电压速断保护。,问答
